Name,Medium,Type,Secondary Type,Tertiary Type,Product Name,Username,Manufacturer,Model,Developer,Author,Editor,Publisher,Language,Year,Original Price,Identifying Number,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatibility,Accession Number,Date Tested,Donor,notes,Author,Theme,image,360_image
Computer Wimp: 166 Things I Wish I Had Known Before I Bought My First Computer!,Printed Matter,Book,General Interest,Beginners,Computer Wimp: 166 Things I Wish I Had Known Before I Bought My First Computer!,,,,,John Bear,,Ten Speed Press,English,1983,, 0-89815-101-5,,,,,,,,,,2013.07.557,,,,,,,
Turing’s Man: Western Culture in the Computer Age,Printed Matter,Book,General Interest,Technology History,Turing’s Man: Western Culture in the Computer Age,,,,,J. David Bolter,,Gerald Duckworth & Co.,English,1984,, 0-7156-1917-9,,,,,,,,,,2013.07.558,,,,,,,
Artificial Intelligence and Natural Man,Printed Matter,Book,Academic,Theory,Artificial Intelligence and Natural Man,,,,,Margaret Boden,,Basic Books,English,1977,, 0-465-00450-4,,,,,,,,,,2013.07.559,,,,,,,
The Computer Age: A Twenty-Year View,Printed Matter,Book,Academic,Theory,The Computer Age: A Twenty-Year View,,,,,Dertouzos and Moses,,The MIT Press,English,1979,, 0-262-04055-7,,,,,,,,,,2013.07.560,,,,,,,
Computing in the Humanities,Printed Matter,Book,Academic,Theory,Computing in the Humanities,,,,,Richard W. Bailey,,North-Holland Publishing Company,English,1982,, 0-444-86423-7,,,,,,,,,,2013.07.561,,,"Papers from the Fifth International Conference on Computing in the Humanities, Ann Arbor, Michigan, May 1981.",,,,
Being Human in a Technological Age,Printed Matter,Book,Academic,Theory,Being Human in a Technological Age,,,,,Donald M. Borchert and David Stewart,,Ohio University Press,English,1982,, 0-8214-0427-X,,,,,,,,,,2013.07.562,,,,,,,
Computers in Linguistics,Printed Matter,Book,Academic,Theory,Computers in Linguistics,,,,,Christopher Butler,,Basil Blackwell,English,1985,, 0-631-14267-3,,,,,,,,,,2013.07.563,,,,,,,
Information in the Language Sciences,Printed Matter,Book,Academic,Theory,Information in the Language Sciences,,,,,"Robert R. Freeman, Alfred Pietrzyk, and A. Hood Roberts",,American Elsevier Publishing Company,English,1968,, 444-00036-4,,,,,,,,,,2013.07.564,,,"Proceedings of the Conference held at Airlie House, Warrenton, Virginia, March 4-6, 1966, under the Sponsorship of the Center for Applied Linguistics. Number Five in the Series: Mathematical Linguistics and Automatic Language Processing.",,,,
A SNOBOL4 Primer,Printed Matter,Book,Reference,Programming,A SNOBOL4 Primer,,,,,Ralph E. Griswold and Madge T. Griswold,,Prentice-Hall,English,1973,, 0-13-815381-7,,,,,,,,,,2013.07.565,,,,,,,
Lexicography in the Electronic Age,Printed Matter,Book,Academic,Theory,Lexicography in the Electronic Age,,,,,J. Goetschalckx and L. Rolling,,North-Holland Publishing Company,English,1982,, 0-444-86404-0,,,,,,,,,,2013.07.566,,,"Proceedings of a Symposium held in Luxembourg, 7-9 July, 1981.",,,,
Snobol: Programming for the Humanities,Printed Matter,Book,Reference,Computing in the Humanities,Snobol: Programming for the Humanities,,,,,Susan Hockey,,Clarendon Press,English,1985,, 0-19-824676-5,,,,,,,,,,2013.07.567,,,,,,,
A Guide to Computer Applications in the Humanities,Printed Matter,Book,Reference,Computing in the Humanities,A Guide to Computer Applications in the Humanities,,,,,Susan Hockey,,Gerald Duckworth & Co.,English,1980,, 0-7156-1315-4,,,,,,,,,,2013.07.568,,Aaron Kuhn,,,,,
"Composing Cyberspace: Identity, Community, and Knowledge in the Electronic Age",Printed Matter,Book,General Interest,Technoculture,"Composing Cyberspace: Identity, Community, and Knowledge in the Electronic Age",,,,,Richard Holeton,,McGraw-Hill,English,1998,, 0-07-029548-4,,,,,,,,,,2013.07.569,,,,,,,
PASCAL for the Humanities,Printed Matter,Book,Reference,Computing in the Humanities,PASCAL for the Humanities,,,,,Nancy M. Ide,,U of Pennsylvania P,English,1987,, 0-8122-1242-8,,,,,,,,,,2013.07.570:,,,,,,,
Learning to Program,Printed Matter,Book,Reference,Programming,Learning to Program,,,,,Howard Johnston,,Prentice-Hall International,English,1985,, 0-13-527754,,,,,,,,,,2013.07.571,,,,,,,
Computational Analysis of Present-Day American English,Printed Matter,Book,Academic,Practice,Computational Analysis of Present-Day American English,,,,,Henry Kucera and W. Nelson Francis,,Brown University Press,English,1970,, 0-87057-105-2,,,,,,,,,,2013.07.572,,,,,,,
Practical Experience of Machine Translation,Printed Matter,Book,Academic,Practice,Practical Experience of Machine Translation,,,,,Veronica Lawson,,North-Holland,English,1982,, 0-444-86381-8,,,,,,,,,,2013.07.573,,,"Proceedings of a Conference, London, 5-6 November 1981.",,,,
The Technological Imagination: Theories and Fictions,Printed Matter,Book,General Interest,Technoculture,The Technological Imagination: Theories and Fictions,,,,,"Teresa de Lauretis, Andreas Huyssen, and Kathleen Woodward",,Coda Press,English,1980,, 0-930956-11-7,,,,,,,,,,2013.07.574,,,,,,,
Hackers: Heroes of the Computer Revolution,Printed Matter,Book,General Interest,Technoculture,Hackers: Heroes of the Computer Revolution,,,,,Steven Levy,,Anchor Press/Doubleday,English,1984,, 0-385-19195-2,,,,,,,,,,2013.07.575,,,,,,,
"Vintage Games: An Insider Look at the History of Grand Theft Auto, Super Mario, and the Most Influential Games of All Time",Printed Matter,Book,General Interest,Gaming History,"Vintage Games: An Insider Look at the History of Grand Theft Auto, Super Mario, and the Most Influential Games of All Time",,,,,Bill Loguidice and Matt Barton,,Focal Press,English,2009,, 978-0-240-81146-8,,,,,,,,,,2013.07.576,,,,,,,
Computer Literacy: The Basic Concepts and Language,Printed Matter,Book,Reference,Computer Literacy,Computer Literacy: The Basic Concepts and Language,,,,,John V. Lombardi,,Indiana University Press,English,1983,, 0-253-21075-5,,,,,,,,,,2013.07.577,,,,,,,
Les Machines Dans la Linguistique,Printed Matter,Book,Academic,Theory,Les Machines Dans la Linguistique,,,,,Erich Mater and Jitka Stindlova,,Academia,French,1968,,,,,,,,,,,,2013.07.578,,Aaron Kuhn,Conference proceedings.,,,,
Machines Who Think,Printed Matter,Book,Academic,Theory,Machines Who Think,,,,,Pamela McCorduck,,W. H. Freeman and Company,English,1979,, 0-7167-1135-4,,,,,,,,,,2013.07.579,,,,,,,
The Personal Computer Book,Printed Matter,Book,Reference,Computer Literacy,The Personal Computer Book,,,,,Peter A. McWilliams,,Prelude Press,English,1982,, 345-31106-X,,,,,,,,,,2013.07.580,,,,,,,
The Computation of Style: An Introduction to Statistics for Students of Literature and Humanities,Printed Matter,Book,Academic,Practice,The Computation of Style: An Introduction to Statistics for Students of Literature and Humanities,,,,,Anthony Kenny,,Pergamon Press,English,1982,, 0-08-024281-2,,,,,,,,,,2013.07.581,,,,,,,
The Word Processing Book: A Short Course in Computer Literacy,Printed Matter,Book,Reference,Computer Literacy,The Word Processing Book: A Short Course in Computer Literacy,,,,,Peter A. McWilliams,,Prelude Press,English,1983,, 345-31105-1,,,,,,,,,,2013.07.582,,,,,,,
Machine Translation: Theoretical and Methodological Issues,Printed Matter,Book,Academic,Practice,Machine Translation: Theoretical and Methodological Issues,,,,,Sergei Nirenburg,,Cambridge University Press,English,1987,, 0-521-33696-1,,,,,,,,,,2013.07.583,,,,,,,
Computer Methods for Literary Research,Printed Matter,Book,Academic,Practice,Computer Methods for Literary Research,,,,,Robert L. Oakman,,University of South Carolina Press,English,1980,, 0-87249-381-4,,,,,,,,,,2013.07.584,,,,,,,
Computer Methods for Literary Research,Printed Matter,Book,Academic,Practice,Computer Methods for Literary Research,,,,,Robert L. Oakman,,University of South Carolina Press,English,1980,, 0-87249-381-4,,,,,,,,,,2013.07.585,,,2 of 2 duplicate copies.,,,,
Hierarchy Theory: The Challenge of Complex Systems,Printed Matter,Book,General Interest,Technoculture,Hierarchy Theory: The Challenge of Complex Systems,,,,,Howard H. Pattee,,Doubleday,English,1973,,0-8076-0673-1,,,,,,,,,,2013.07.586,,,,,,,
Computing in the Humanities,Printed Matter,Book,Academic,Theory,Computing in the Humanities,,,,,Peter C. Patton and Renee A. Holoien,,LexingtonBooks,English,1981,, 0-669-03397-9,,,,,,,,,,2013.07.587,,,,,,,
The Scholar’s Personal Computing Handbook: A Practical Guide,Printed Matter,Book,Academic,Practice,The Scholar’s Personal Computing Handbook: A Practical Guide,,,,,Bryan Pfaffenberger,,"Little, Brown and Company",English,1986,, 0-316-70401-6,,,,,,,,,,2013.07.588,,,,,,,
Data Bases in the Humanities and Social Sciences,Printed Matter,Book,Academic,Practice,Data Bases in the Humanities and Social Sciences,,,,,,,North-Holland Publishing Company,English,1980,, 0-444-85499-1,,,,,,,,,,2013.07.589,,,"Proceedings of the IFIP Working Conference on Data Bases in the Humanities and Social Sciences, Dartmouth College, Hanover, NH, 23-24 August, 1979",,,,
Computers and Literature: A Practical Guide,Printed Matter,Book,Academic,Practice,Computers and Literature: A Practical Guide,,,,,B.H. Rudall and T.N Corns,,Abacus Press,English,1987,, 0-85626-340-0,,,,,,,,,,2013.07.590,,,,,,,
Computers and Literature: A Practical Guide,Printed Matter,Book,Academic,Practice,Computers and Literature: A Practical Guide,,,,,B.H. Rudall and T.N Corns,,Abacus Press,English,1987,, 0-85626-340-0,,,,,,,,,,2013.07.591,,,2 of 2 duplicate copies.,,,,
"Things the Manual Never Told You: Tips, Techniques, and Shortcuts from the Nation’s Largest User Group - IBM PC Edition",Printed Matter,Book,Reference,Computer Literacy,"Things the Manual Never Told You: Tips, Techniques, and Shortcuts from the Nation’s Largest User Group - IBM PC Edition",,,,,The Boston Computer Society,,Addison-Wesley,English,1987,, 0-201-10706-6,,,,,,,,,,2013.07.592,,Aaron Kuhn,,,,,
HyperCard QuickStart: A Graphics Approach,Printed Matter,Book,Reference,HyperCard,HyperCard QuickStart: A Graphics Approach,,,,,Richard Maran,,Que Corporation,English,1988,, 0-88022-350-2,,,,,,,,,,2013.07.593,,Aaron Kuhn,,,,,
Basic APPLE BASIC,Printed Matter,Book,Reference,BASIC,Basic APPLE BASIC,,,,,James S. Coan,,Hayden Book Company,English,1982,, 0-8104-5625-5,,,,,,,,,,2013.07.594,,Aaron Kuhn,,,,,
Apple IIe - Owner’s Manual,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple IIe - Owner’s Manual,,,,"Apple Computer, Inc.",,,"Apple Computer, Inc.",English,1983,,030-0356-C,,,,,,,,,,2013.07.595,,,2013.07.626.,,,,
Apple II - Applesoft BASIC Programmer’s Reference Manual - Volume I,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple II - Applesoft BASIC Programmer’s Reference Manual - Volume I,,,,,"Apple Computer, Inc.",,"Apple Computer, Inc.",English,1982,,030-0359-A,,,,,,,,,,2013.07.596,,,For IIe Only,,,,
Macmillan Complete Computer Buyer’s Checklist,Printed Matter,Book,Reference,Computer Literacy,Macmillan Complete Computer Buyer’s Checklist: All the Questions You Need to Ask When Buying Computer Equipment. Save Time and Money in Your Computer Purchases.,,,,,Howard Hillman,,Macmillan,English,1984,, 0-02-008260-6,,,,,,,,,,2013.07.598,,Aaron Kuhn,,,,,
IBM BASIC: From the Ground Up,Printed Matter,Book,Reference,BASIC,From the Ground Up,,,,,David E. Simon,,Hayden Book Company,English,1987,, 0-8104-6350-4,,,,,,,,,,2013.07.599,,Aaron Kuhn,,,,,
Heath/Zenith Z-100 User’s Guide,Printed Matter,Manual,User,Heathkit,Heath/Zenith Z-100 User’s Guide,,,,,Hugh Kenner,,Brady Communications Company,English,1984,, 0-89303-516-5,,,,,,,,,,2013.07.601,,,,,,,
Computers and Human Language,Printed Matter,Book,Academic,Theory,Computers and Human Language,,,,,George W. Smith,,Oxford UP,English,1991,, 0-19-506282-5,,,,,,,,,,2013.07.602,,,,,,,
Translating and the Computer,Printed Matter,Book,Academic,Practice,Translating and the Computer,,,,,,,North-Holland,English,1979,, 0-444-85302-2,,,,,,,,,,2013.07.603,,,"Proceedings of a Seminar, London, 14th November, 1978.",,,,
IBM: Colossus in Transition,Printed Matter,Book,General Interest,Technology History,IBM: Colossus in Transition,,,,,Robert Sobel,,Sidgwick & Jackson Limited,English,1981,, 0-283-99145-3,,,,,,,,,,2013.07.604,,,,,,,
"Text Processing: Algorithms, Languages, and Applications",Printed Matter,Book,Academic,Practice,"Text Processing: Algorithms, Languages, and Applications",,,,,"Allen B. Tucker, Jr.",,Academic Press,English,1979,, 0-12-702550-2,,,,,,,,,,2013.07.605,,,,,,,
The Second Self: Computers and the Human Spirit,Printed Matter,Book,Academic,Theory,The Second Self: Computers and the Human Spirit,,,,,Sherry Turkle,,Simon and Schuster,English,1984,, 0-671-46848-0,,,,,,,,,,2013.07.606,,,,,,,
Scientific Analysis on the Pocket Calculator,Printed Matter,Book,Academic,Practice,Scientific Analysis on the Pocket Calculator,,,,,Jon M. Smith,,John Wiley & Sons,English,1975,, 0-471-79997-1,,,,,,,,,,2013.07.607,,,,,,,
The General Inquirer: A Computer Approach to Content Analysis,Printed Matter,Book,Academic,Practice,A Computer Approach to Content Analysis,,,,,"Philip J. Stone, Dexter C. Dunphy, Marshall S. Smith, and Daniel M. Ogilvie",,The M.I.T. Press,English,1967,,66-22641,,,,,,,,,,2013.07.608,,,,,,,
The Computer in Literary and Linguistic Research: Papers from a Cambridge Symposium,Printed Matter,Book,Academic,Conference Proceedings,Papers from a Cambridge Symposium,,,,,,,Cambridge UP,English,1971,,0-521-08146-7,,,,,,,,,,2013.07.609,,,Aaron Kuhn,2013.08.15.,,,
The Myths of Information: Technology and Postindustrial Culture,Printed Matter,Book,Academic,Theory,The Myths of Information: Technology and Postindustrial Culture,,,,,,,Coda Press,English,1980,, 0-930956-12-5,,,,,,,,,,2013.07.610,,,,,,,
Science and Literature: New Lenses for Criticism,Printed Matter,Book,Academic,Theory,Science and Literature: New Lenses for Criticism,,,,,,,Doubleday Anchor,English,1970,,70-123717,,,,,,,,,,2013.07.611,,,,,,,
Computers,Printed Matter,Book,General Interest,Computing,Computers,,,,,Stanley L. Englebardt,,Pyramid Publications,English,1962,,,,,,,,,,,,2013.07.612,,,,,,,
BASIC for Beginners,Printed Matter,Book,Reference,BASIC,BASIC for Beginners,,,,,Wilson Y. Gateley and Gary G. Bitter,,McGraw-Hill Book Company,English,1970,,70-121660,,,,,,,,,,2013.07.613,,,,,,,
"Travels in Computerland: or, Incompatibilities and Interfaces",Printed Matter,Book,Academic,Theory,"Travels in Computerland: or, Incompatibilities and Interfaces",,,,,"Ben Ross Schneider, Jr.",,Addison-Wesley,English,1974,, 0-201-06737-4,,,,,,,,,,2013.07.614,,,,,,,
Apple II Assembly Language,Printed Matter,Book,Reference,Assembly,Apple II Assembly Language,,,,,Marvin L. De Jong,,Howard W. Sams & Co.,English,1983,,0-672-21894-1,,,,,,,,,,2013.07.615,,,,,,,
Apple II - DOS User’s Manual,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple II - DOS User’s Manual,,,,,"Apple Computer, Inc.",,"Apple Computer, Inc.",English,1983,,030-0407-A,,,,,,,,,,2013.07.616,,,"For II, II+, IIe.",,,,
"Apple - Inside Macintosh, Volume I",Printed Matter,Manual,User,"Apple Computer, Inc.","Apple - Inside Macintosh, Volume I",,,,,"Caroline Rose, et al.",,Addison-Wesley Publishing Company,English,1985,, 0-201-17731-5,,,,,,,,,,2013.07.617,,,,,,,
"Apple - Inside Macintosh, Volume II",Printed Matter,Manual,User,"Apple Computer, Inc.","Apple - Inside Macintosh, Volume II",,,,,"Caroline Rose, et al.",,Addison-Wesley Publishing Company,English,1985,, 0-201-17732-3,,,,,,,,,,2013.07.618,,,,,,,
"Apple - Inside Macintosh, Volume III",Printed Matter,Manual,User,"Apple Computer, Inc.","Apple - Inside Macintosh, Volume III",,,,,"Caroline Rose, et al.",,Addison-Wesley Publishing Company,English,1985,, 0-201-17733-3,,,,,,,,,,2013.07.619,,,,,,,
"Apple - Inside Macintosh, Volume IV",Printed Matter,Manual,User,"Apple Computer, Inc.","Apple - Inside Macintosh, Volume IV",,,,,"Apple Computer, Inc.",,Addison-Wesley Publishing Company,English,1985,, 0-201-05409-4,,,,,,,,,,2013.07.620,,,,,,,
"Apple - Inside Macintosh, Volume V",Printed Matter,Manual,User,"Apple Computer, Inc.","Apple - Inside Macintosh, Volume V",,,,,"Apple Computer, Inc.",,Addison-Wesley Publishing Company,English,1988,, 0-201-17719-6,,,,,,,,,,2013.07.621,,,,,,,
"Apple - Inside Macintosh, Volume VI",Printed Matter,Manual,User,"Apple Computer, Inc.","Apple - Inside Macintosh, Volume VI",,,,,"Apple Computer, Inc.",,Addison-Wesley Publishing Company,English,1991,, 0-201-57755-0,,,,,,,,,,2013.07.622,,,,,,,
Apple - Inside the Macintosh Communications Toolbox,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple - Inside the Macintosh Communications Toolbox,,,,,Rob Berkowitz,,Addison-Wesley Publishing Company,English,1991,, 0-201-57775-5,,,,,,,,,,2013.07.623,,,,,,,
Macintosh (User’s Manual),Printed Matter,Manual,User,"Apple Computer, Inc.",Macintosh (User’s Manual),,,,,Carol Kaehler,,"Apple Computer, Inc.",English,1984,,030-0687-B,,,,,,,,,,2013.07.624,,,Slightly different version of Accession #2013.12.15.,,,,
Apple II - Quick File II,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple II - Quick File II,,,,,"Apple Computer, Inc.",,"Apple Computer, Inc.",English,1982,,030-0498-A,,,,,,,,,,2013.07.625,,,For IIe Only. Pascal 1.1 Based.,,,,
Apple IIe - Owner’s Manual,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple IIe - Owner’s Manual,,,,,"Apple Computer, Inc.",,"Apple Computer, Inc.",English,1983,,030-0356-C,,,,,,,,,,2013.07.626,,,2 of 2 duplicate copies. In original clear plastic wrapping.,,,,
Apple II - Reference Manual,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple II - Reference Manual,,,,,"Apple Computer, Inc.",,"Apple Computer, Inc.",English,1981,,030-0004-C,,,,,,,,,,2013.07.627,,,A Reference Manual for the Apple II and the Apple II Plus Personal Computers,,,,
Transparency Masters to Accompany Developing Computer Skills Using AppleWorks,Printed Matter,Book,Reference,Computer Literacy,Transparency Masters to Accompany Developing Computer Skills Using AppleWorks,,,,,Mickey Settle and Michel Boillot,,West Publishing Company,English,1991,, 0-314-72628-4,,,,,,,,,,2013.07.628,,,Unbound sheets (transparency masters) in clear plastic wrapping (partially open).,,,,
What’s Where in the APPLE: A Complete Guide to the Apple Computer,Printed Matter,Book,Reference,Computer Literacy,What’s Where in the APPLE: A Complete Guide to the Apple Computer,,,,,William F. Luebbert,,Micro Ink,English,1982,, 0-938222-09-0,,,,,,,,,,2013.07.629,,,,,,,
Macintosh - MacWrite (User’s Manual),Printed Matter,Manual,User,"Apple Computer, Inc.",Macintosh - MacWrite (User’s Manual),,,,,Pamela Stanton-Wyman and Christopher Espinosa,,"Apple Computer, Inc.",English,1984,,030-0688-C,,,,,,,,,,2013.07.630,,,Slightly different version of Accession #2013.12.15.,,,,
Exploring Macintosh: Concepts in Visually Oriented Computing,Printed Matter,Book,Reference,Computer Literacy,Exploring Macintosh: Concepts in Visually Oriented Computing,,,,,"Ken Abernethy, T. Ray Nanney, and Hayden Porter",,John Wiley & Sons,English,1989,, 0-471-61772-5,,,,,,,,,,2013.07.632,,,,,,,
HyperCard - Script Language Guide,Printed Matter,Manual,User,Software,HyperCard - Script Language Guide,,,,,Claris,,Claris,English,1990,,,,,,,,,,,,2013.07.637,,,Duplicate copy (1 of 2).,,,,
HyperCard - Reference,Printed Matter,Manual,User,Software,HyperCard - Reference,,,,,Claris,,Claris,English,1990,,,,,,,,,,,,2013.07.638,,,,,,,
Score! Beating the Top 16 Video Games,Printed Matter,Book,General Interest,Gaming History,Score!: Beating the Top 16 Video Games,,,,,Ken Uston,,Signet,English,1982,, 0-451-11813-8,,,,,,,,,,2013.07.640,,,,,,,
Apple II - Utilities Guide,Printed Matter,Manual,User,"Apple Computer, Inc.",Apple II - Utilities Guide,,,,,"Apple Computer, Inc.",,"Apple Computer, Inc.",English,1985,,030-1264-A,,,,,,,,,,2013.07.646,,,For Apple II System Utilities and ProDOS User’s Disk. In original clear plastic wrapping.,,,,
Macintosh Reference,Printed Matter,Manual,User,"Apple Computer, Inc.",Macintosh Reference,,,,,"Apple Computer, Inc.",,"Apple Computer, Inc.",English,1990,,030-4015-B,,,,,,,,,,2013.07.647,,,,,,,
EDUNET: Report of the Summer Study on Information Networks Conducted by the Interuniversity Communications Council (EDUCOM),Printed Matter,Book,Academic,Practice,EDUNET: Report of the Summer Study on Information Networks Conducted by the Interuniversity Communications Council (EDUCOM),,,,,"George W. Brown, James G. Miller, and Thomas A. Keenan",,John Wiley & Sons,English,1967,,66-22641,,,,,,,,,,2013.07.648,,Aaron Kuhn,,,,,
Information,Printed Matter,Book,General Interest,Computing,Information,,,,,,,W. H. Freeman and Company,English,1966,,66-29386,,,,,,,,,,2013.07.649,,,,,,,
Artificial Intelligence: Making Machines “Think”,Printed Matter,Book,General Interest,Artificial Intelligence,Making Machines “Think”,,,,,Neill Graham,,Tab Books,English,1979,, 0-8306-1076-6,,,,,,,,,,2013.07.650,,,,,,,
Introduction to Computers and Programming,Printed Matter,Book,Reference,Computer Literacy,Introduction to Computers and Programming,,,,,Jessica Hellwig,,Columbia UP,English,1970,, 0-231-03263-3,,,,,,,,,,2013.07.651,,Aaron Kuhn,,,,,
Computers in Literary and Linguistic Research,Printed Matter,Periodical,Journal,Academic,Computers in Literary and Linguistic Research,,,,,,,Association for Literary and Linguistic Computing,"English, French",1984,,,,,,,,,,,,2013.07.652,,Aaron Kuhn,Eleventh International Conference: 2-6 April 1984,,,,
Computer-Aided Instruction in the Humanities,Printed Matter,Book,Academic,Conference Proceedings,Computer-Aided Instruction in the Humanities,,,,,,,The Modern Language Association of America,English,1985,, 0-87352-553-1,,,,,,,,,,2013.07.655,,,,,,,
Literary Concordances: A Complete Handbook for the Preparation of Manual and Computer Concordances,Printed Matter,Book,Academic,Practice,Literary Concordances: A Complete Handbook for the Preparation of Manual and Computer Concordances,,,,,T. H. Howard-Hill,,Pergamon Press,English,1979,, 0-08-023021-0,,,,,,,,,,2013.07.656,,Aaron Kuhn,,,,,
The Humanities Computing Yearbook - 1988,Printed Matter,Book,Academic,Overview,The Humanities Computing Yearbook - 1988,,,,,,,Clarendon Press,English,1988,, 0-19-824442-8,,,,,,,,,,2013.07.658,,Aaron Kuhn,,,,,
Scholarly Editing in the Computer Age: Theory and Practice,Printed Matter,Book,Academic,Overview,Theory and Practice,,,,,Peter L. Shillingsburg,,University of Georgia Press,English,1986,, 0-8203-0889-7,,,,,,,,,,2013.07.659,,,,,,,
Computing in the Web Age: A Web-Interactive Introduction,Printed Matter,Book,Reference,Design/Visuals,Computing in the Web Age: A Web-Interactive Introduction,,,,,Robert J. Dilligan,,Plenum Press,English,1998,, 0-306-45972-8,,,,,,,,,,2013.07.660,,Aaron Kuhn,,,,,
Computers for Everybody,Printed Matter,Book,Reference,Computer Literacy,Computers for Everybody,,,,,Jerry Willis and Merl Miller,,Dilithium Press,English,1983,, 0-88056-094-0,,,,,,,,,,2013.07.661,,Aaron Kuhn,,,,,
Software Reflected: The Socially Responsible Programming of Our Computers,Printed Matter,Book,General Interest,Technoculture,Software Reflected: The Socially Responsible Programming of Our Computers,,,,,Robert L. Baber,,North-Holland Publishing Company,English,1982,, 0-444-86372-9,,,,,,,,,,2013.07.662,,Aaron Kuhn,,,,,
Computers and Common Sense: The Myth of Thinking Machines,Printed Matter,Book,Academic,Theory,Computers and Common Sense: The Myth of Thinking Machines,,,,,Mortimer Taube,,Columbia UP,English,1962,,61-17079,,,,,,,,,,2013.07.663,,Aaron Kuhn,,,,,
Atari - An Introduction to the Atari Disk Operating System - DOS 3 (User’s Guide),Printed Matter,Manual,Introductory,Atari,Atari - An Introduction to the Atari Disk Operating System - DOS 3 (User’s Guide),,,,,Atari,,Atari,English,1983,,C062288 Rev. A,,,,,,,,,,2013.07.665,,Timothy P. Sweeney,,,,,
Atari - Disk Operating System (DOS 3) - Reference Manual,Printed Matter,Manual,User,Atari,Atari - Disk Operating System (DOS 3) - Reference Manual,,,,,Atari,,Atari,English,1983,,C062287 Rev. A,,,,,,,,,,2013.07.666,,Timothy P. Sweeney,,,,,
HyperCard - Installation and New Features,Printed Matter,Manual,Setup,HyperCard,HyperCard - Installation and New Features,,,,,"Apple Computer, Inc.",,"Apple Computer, Inc.",English,1998,,034-0617-A,,,,,,,,,,2013.07.668,,Timothy P. Sweeney,,,,,
HyperCard - Quick Reference Guide,Printed Matter,Manual,User,Software,HyperCard - Quick Reference Guide,,,,,"Apple Computer, Inc.",,"Apple Computer, Inc.",English,1993,,030-6854-A,,,,,,,,,,2013.07.669,,Timothy P. Sweeney,,,,,
Atari - BigThesaurus - User Manual,Printed Matter,Manual,User,Atari,Atari - BigThesaurus - User Manual,,,,,Douglas D. Levy,,Deneba Software,English,1988,,,,,,,,,,,,2013.07.670,,Timothy P. Sweeney,Part of BigThesaurus software package. Floppy disks (2) missing.,,,,
Atari BASIC - Reference Guide,Printed Matter,Manual,User,Atari,Atari BASIC - Reference Guide,,,,,Atari,,Atari,English,1983,,C061570 Rev. A,,,,,,,,,,2013.07.671,,Timothy P. Sweeney,,,,,
Atari - The Atari 400 Computer System: The Basic Computer - Owner’s Guide,Printed Matter,Manual,User,Atari,Atari - The Atari 400 Computer System: The Basic Computer - Owner’s Guide,,,,,Atari,,Atari,English,1981,,C017711 Rev. 1,,,,,,,,,,2013.07.672,,Timothy P. Sweeney,,,,,
Atari - The Atari 400 Computer System: Computers for People (Brochure),Printed Matter,Manual,User,Atari,Atari - The Atari 400 Computer System: Computers for People (Brochure),,,,,Atari,,Atari,English,1981,,,,,,,,,,,,2013.07.673,,Timothy P. Sweeney,,,,,
Atari - Atari Disk Drive 1050 - Owner’s Guide,Printed Matter,Manual,User,Atari,Atari - Atari Disk Drive 1050 - Owner’s Guide,,,,,Atari,,Atari,English,1983,,C024321-001 Rev. A,,,,,,,,,,2013.07.674,,Timothy P. Sweeney,,,,,
Atari - Atari Disk Drive 1050 - An Introduction to the Atari Disk Operating System (DOS 3),Printed Matter,Manual,Introductory,Atari,Atari - Atari Disk Drive 1050 - An Introduction to the Atari Disk Operating System,,,,,Atari,,Atari,English,1983,,C024323-001 Rev. A,,,,,,,,,,2013.07.675,,Timothy P. Sweeney,,,,,
Computer Programs for Literary Analysis,Printed Matter,Book,Academic,Practice,Computer Programs for Literary Analysis,,,,,John R. Abercrombie,,U of Pennsylvania P,English,1984,, 0-8122-1177-4,,,,,,,,,,2013.07.676,,,2 of 2 duplicate copies.,,,,
Eastern Front (User’s Manual),Printed Matter,Manual,User,Software,Eastern Front (User’s Manual),,,,,,,,,,,,,,,,,,,,,2013.07.677,,,,,,,
HyperCard - Script Language Guide,Printed Matter,Manual,User,Software,HyperCard - Script Language Guide,,,,,Claris,,Claris,English,1990,,,,,,,,,,,,2013.07.678,,,Duplicate copy (2 of 2).,,,,
PET/CBM Personal Computer Guide,Printed Matter,Book,Reference,Systems/Protocols,PET/CBM Personal Computer Guide,,,,,Adam Osborne and Carroll S. Donahue,,Osborne/McGraw-Hill,English,1980,, 0-931988-55-1,,,,,,,,,,2013.07.679,,,Second Edition,,,,
The Complete HyperCard Handbook,Printed Matter,Book,Reference,HyperCard,The Complete HyperCard Handbook,,,,,Danny Goodman,,Bantam Books,English,1988,, 0-553-34577-X,,,,,,,,,,2013.07.683,,Miekal And,,,,,
Your First Business Computer,Printed Matter,Book,Reference,IBM PC,Your First Business Computer,,,,,Peter Luedtke and Rainer Luedtke,,Digital Press,English,1983,, 0-932376-27-4,,,,,,,,,,2013.07.687,,,,,,,
